old_text|text|word|emoji|emoji_mean|lables
10月3日入住的该酒店，前台免费升级到了行政间，感觉酒店服务不错，不过旅游城市假日期间有点贵但比起杭州同星级的酒店价格还是有优势的！！以后还是会入住该酒店！|10[MASK]3[MASK][MASK]的该[MASK]，[MASK][MASK][MASK]到了[MASK][MASK]，感觉酒店服务不错，不过旅游城市假日期间有点贵但比起杭州同星级的酒店价格还是有优势的！！以后还是会入住该酒店！|['月', '日', '入住', '酒店', '前台', '免费', '升级', '行政', '间']|['🈷', '☀', '🪱', '🍺', '😗', '😴', '🤕', '🤫', '😴']|['月', '日', '蠕', '酒', '亲', '眠', '伤', '静', '眠']|1
泰达商务酒店的价格比较吸引人房间硬件不错，洗手间也很好。网速比较慢位置很好，在城关区周边的环境太差了。一边是马路，很多卡车。一边是铁路，很多火车。夜里的噪音很大，很难入睡|泰达[MASK]的[MASK]比较[MASK][MASK][MASK][MASK][MASK]，[MASK]也[MASK][MASK]。网速比较慢位置很好，在城关区周边的环境太差了。一边是马路，很多卡车。一边是铁路，很多火车。夜里的噪音很大，很难入睡|['商务酒店', '价格', '吸引', '人', '房间', '硬件', '不错', '洗手间', '很', '好']|['🤕', '😯', '😁', '\U0001f979', '💨', '🤫', '⛔', '😁', '🪡', '🥵']|['伤', '缄', '嘻', '忍', '风', '静', '禁', '嘻', '针', '烧']|0
五一期间，“好心的酒店”居然送我们早餐，但是一个房间只送一份。结果，就是，我们五个房间9个人，只有五个人有早餐，其他4个每人要多付98元一份早餐。我们想把4号的早餐改成2号也不行（我们四号的早上的飞机，早餐６点开始，我们５点要出门）。太不人性化了。其中一个房间居然浴室没有帘子。。。。。。。。。。。|[MASK][MASK]，“[MASK]的[MASK]”[MASK][MASK]我们[MASK]，但是[MASK][MASK][MASK][MASK][MASK]。结果，就是，我们[MASK]房间9个人，只有五个人有早餐，其他4个每人要多付98元一份早餐。我们想把4号的早餐改成2号也不行（我们四号的早上的飞机，早餐６点开始，我们５点要出门）。太不人性化了。其中一个房间居然浴室没有帘子。。。。。。。。。。。|['五一', '期间', '好心', '酒店', '居然', '送', '早餐', '一个', '房间', '只', '送', '一份', '五个']|['🛖', '7️⃣', '🥵', '🍺', '\U0001faf4', '\U0001fae0', '🧼', '🐜', '💨', '🦵', '\U0001fae0', '🐜', '🛖']|['屋', '七', '烧', '酒', '举', '融', '皂', '蚁', '风', '肢', '融', '蚁', '屋']|0
一家三口上周去了佘山度周末,森林宾馆环境不错,倚竹而居,恬静幽雅,但也有美中之不足,女儿退房前把手机遗忘在客房沙发靠垫下,回到上海才想起来,几番电话联系,都说没找到,但最后得知手机竟在酒店的垃圾桶里被发现,失而复得不甚喜悦。酒店善后服务也算不错,可手机如何长了腿自己跑到了垃圾桶内倒是蛮值得耐人寻味一番啊!|[MASK][MASK][MASK]去了[MASK][MASK],[MASK][MASK][MASK][MASK],[MASK][MASK]而[MASK],[MASK][MASK],但也有美中之不足,女儿[MASK][MASK]把[MASK][MASK]在[MASK]沙发靠垫下,回到上海才想起来,几番电话联系,都说没找到,但最后得知手机竟在酒店的垃圾桶里被发现,失而复得不甚喜悦。酒店善后服务也算不错,可手机如何长了腿自己跑到了垃圾桶内倒是蛮值得耐人寻味一番啊!|['一家', '三口', '上周', '佘山度', '周末', '森林', '宾馆', '环境', '不错', '倚', '竹', '居', '恬静', '幽雅', '退', '房前', '手机', '遗忘', '客房']|['🐜', '🧄', '🤕', '👅', '🤡', '🈸', '💩', '🤥', '⛔', '🐜', '🐷', '\U0001faf4', '🤨', '👉', '🐇', '💨', '🤡', '🐜', '🉑']|['蚁', '蒜', '伤', '舌', '丑', '申', '便', '谎', '禁', '蚁', '猪', '举', '挑', '右', '兔子', '风', '丑', '蚁', '可']|1
酒店真的不错，就是早餐都是韩式的有点怪。|[MASK][MASK][MASK]，就是早餐都是韩式的有点怪。|['酒店', '真的', '不错']|['🍺', '🪡', '⛔']|['酒', '针', '禁']|1
如家应该不错才对，可是没想到很让人失望，一进入方间就被噪音吓了一跳，12楼啊，打开窗户正对越秀的建筑工地，要求换房被告知不行，下雨天，雨伞，吹风机前台说全部俄出去了，没有了。有标visa却被告知不能使用外币卡授权|如[MASK]应该[MASK]才对，可是没想到[MASK]让[MASK][MASK]，一进入[MASK]就被[MASK][MASK]，12楼啊，打开[MASK][MASK]越秀的建筑工地，要求换房被告知不行，下雨天，雨伞，吹风机前台说全部俄出去了，没有了。有标visa却被告知不能使用外币卡授权|['家', '不错', '很', '人', '失望', '方间', '噪音', '吓了一跳', '窗户', '正对']|['😯', '⛔', '🪡', '\U0001f979', '👹', '💨', '🧼', '🤣', '🤥', '🖐']|['缄', '禁', '针', '忍', '食', '风', '皂', '笑', '谎', '掌']|0
住在9楼，还能看到江景。不错。位置倒还一般。到机场30分钟，也不堵车，不过这个路程，在重庆却是不算近的了。就是结帐外卡不能用，与网上说的有点不符，也没什么明确的理由。|[MASK]在9楼，还能看到[MASK]。[MASK]。位置[MASK]还一般。到[MASK]30[MASK]，也[MASK]，不过这个路程，在重庆却是不算近的了。就是结帐外卡不能用，与网上说的有点不符，也没什么明确的理由。|['住', '江景', '不错', '倒', '机场', '分钟', '不堵车']|['🐷', '🤫', '⛔', '🙃', '🤪', '💨', '⛔']|['猪', '静', '禁', '倒', '稽', '风', '禁']|1
装修风格简洁时尚,感觉相当不错的酒店.只是对配套餐厅比较失望,先是衣宵供应时间较不方便,上次因为我的飞机比较晚,到酒店晚上10:10左右,酒店的中餐厅已经停止供应了,送餐服务牌上的餐品又少的可怜....还有十分不可理解的就是第二天早餐时,居然看见蟑螂穿梭于的众多的食品当中....当时我告诉了服务员,他拿了纸巾从容的去抓小强,看他的表情感觉已经不是第一次了,而且也没人对我表示报歉宾馆反馈2008年7月16日：首先非常感谢阁下入住我们酒店，并给予我们中肯的评价。关于阁下反映的中餐厅夜宵供应时间不方便的问题，中餐厅的营业时间是：8:00-14:30,17:00-22:30。客房内除了提供便捷夜宵餐牌，还有24小时服务的全日送餐餐牌，内有多款中、西美食供客人选择。关于阁下反映的卫生问题，由此给阁下带来的不安我们深感歉意。出现这种情况，我们感到非常惊讶与不解。酒店管理层已经与相关部门开会讨论，决定再次全面检查，再加强清洁卫生工作。期待阁下再次光临。|[MASK][MASK][MASK][MASK],[MASK]相当[MASK]的[MASK].只是对配套餐厅比较[MASK],[MASK][MASK][MASK][MASK]较[MASK]方便,[MASK]因为我的飞机比较晚,到[MASK][MASK]10:10左右,[MASK]的[MASK]已经[MASK][MASK]了,[MASK][MASK][MASK]的餐品又[MASK]的[MASK]....还有十分不可[MASK]的就是第二天[MASK][MASK],[MASK]看见[MASK][MASK]于的[MASK]的[MASK][MASK]....当时我告诉了服务员,他拿了纸巾从容的去抓小强,看他的表情感觉已经不是第一次了,而且也没人对我表示报歉宾馆反馈2008年7月16日：首先非常感谢阁下入住我们酒店，并给予我们中肯的评价。关于阁下反映的中餐厅夜宵供应时间不方便的问题，中餐厅的营业时间是：8:00-14:30,17:00-22:30。客房内除了提供便捷夜宵餐牌，还有24小时服务的全日送餐餐牌，内有多款中、西美食供客人选择。关于阁下反映的卫生问题，由此给阁下带来的不安我们深感歉意。出现这种情况，我们感到非常惊讶与不解。酒店管理层已经与相关部门开会讨论，决定再次全面检查，再加强清洁卫生工作。期待阁下再次光临。|['装修', '风格', '简洁', '时尚', '感觉', '不错', '酒店', '失望', '先是', '衣宵', '供应', '时间', '不', '上次', '晚到', '酒店', '晚上', '酒店', '中餐厅', '停止', '供应', '送餐', '服务牌', '上', '少', '可怜', '理解', '早餐', '时', '居然', '蟑螂', '穿梭', '众多', '食品', '当中']|['🤥', '🥶', '😴', '👹', '🧑\u200d⚖️', '⛔', '🍺', '👹', '🤣', '🐜', '\U0001fae0', '👹', '⛔', '🤕', '🥣', '🍺', '🥣', '🍺', '🤩', '🤫', '\U0001fae0', '\U0001fae0', '🧑', '🤕', '🥵', '🉑', '🍐', '🧼', '👹', '\U0001faf4', '🤕', '💋', '🤩', '👹', '🐺']|['谎', '冷', '眠', '食', '官', '禁', '酒', '食', '笑', '蚁', '融', '食', '禁', '伤', '碗', '酒', '碗', '酒', '崇', '静', '融', '融', '父', '伤', '烧', '可', '梨', '皂', '食', '举', '伤', '脣', '崇', '食', '狼']|1
看了前面的点评，感觉此酒店应该不错，所以这次去慈溪定了国脉酒店。结果大失所望。酒店位置不错，298的大床房窗外景色好，公园、小街......不满意的地方：一、房间太脏，地毯肯定二年未洗，污渍满地，如果像走道一样铺大理石反而干净得多；椅背、床背都不干净，房间居然还有一个大苍蝇；二、洗澡的花洒非常不好用，三、大堂的灯太昏暗，头晕！四、前台的服务小姐态度比较生硬；五、酒店所有的商务单人大床靠北边.但是低下是冷却塔,厨房烟道.比较嘈|看了前面的[MASK]，[MASK]此[MASK]应该[MASK]，所以[MASK]去慈溪[MASK]了[MASK][MASK]。结果大失所望。[MASK]位置[MASK]，298的大床[MASK][MASK][MASK][MASK]，[MASK]、[MASK]......[MASK][MASK]的地方：一、[MASK]太脏，地毯[MASK][MASK]未洗，[MASK][MASK]，如果像走[MASK]一样铺大理石反而干净得多；椅背、床背都不干净，房间居然还有一个大苍蝇；二、洗澡的花洒非常不好用，三、大堂的灯太昏暗，头晕！四、前台的服务小姐态度比较生硬；五、酒店所有的商务单人大床靠北边.但是低下是冷却塔,厨房烟道.比较嘈|['点评', '感觉', '酒店', '不错', '这次', '定', '国脉', '酒店', '酒店', '不错', '房', '窗外', '景色', '好', '公园', '小街', '不', '满意', '房间', '肯定', '二年', '污渍', '满地', '道']|['😴', '🧑\u200d⚖️', '🍺', '⛔', '🪡', '🤫', '🍎', '🍺', '🍺', '⛔', '💨', '🤥', '🤫', '🥵', '\U0001fae0', '🤣', '⛔', '😴', '💨', '🥺', '👂', '🛖', '😴', '🙃']|['眠', '官', '酒', '禁', '针', '静', '果', '酒', '酒', '禁', '风', '谎', '静', '烧', '融', '笑', '禁', '眠', '风', '恳', '耳', '屋', '眠', '倒']|0
面前就是高架，实在是太吵了，一晚上没睡！宾馆反馈2008年7月7日：您好！首先很报歉您一晚上未休息好，北虹路店是邻近中环的，面前是中环高架，白天的时候车会多一点，但是20点以后中环的车就会很少的，我们房间的隔间效果还是可以的，只要把窗户关上，基本上就没有很大的声音的，并且住我们北虹店的客人大多数都是商务客人，房型也是各异的，大多数客人喜欢正面朝中环的房间，因为这种房型采光较好，空气的流通性也很不错！但我们也有很安静面朝小区的房间，针对各种需求的客人，您下次入住时我们会安排您入住朝小区的房间，希望您再给我们这样的机会！让您感受如家“家”的气息！！|[MASK]就是高架，[MASK]是太[MASK]了，一[MASK]没睡！[MASK][MASK]2008年7月7日：您好！首先[MASK][MASK]您一[MASK]未[MASK]好，北虹[MASK]是[MASK][MASK]的，[MASK]是[MASK]高架，[MASK]的时候[MASK]多一[MASK]，但是20点以后[MASK]的[MASK]就[MASK][MASK]的，我们[MASK]的隔间效果还是可以的，只要把窗户关上，基本上就没有很大的声音的，并且住我们北虹店的客人大多数都是商务客人，房型也是各异的，大多数客人喜欢正面朝中环的房间，因为这种房型采光较好，空气的流通性也很不错！但我们也有很安静面朝小区的房间，针对各种需求的客人，您下次入住时我们会安排您入住朝小区的房间，希望您再给我们这样的机会！让您感受如家“家”的气息！！|['面前', '实在', '吵', '晚上', '宾馆', '反馈', '年月日', '很', '报歉', '晚上', '休息', '好北虹', '路店', '邻近', '中环', '面前', '中环', '白天', '车会', '点', '中环', '车', '会', '很少', '房间']|['😴', '👹', '🥵', '🥣', '💩', '🍚', '😴', '🪡', '🤗', '🥣', '😚', '🥵', '🦌', '\U0001fab7', '🤩', '😴', '🤩', '💯', '🚗', '😴', '🤩', '🚗', '👋', '🪡', '💨']|['眠', '食', '烧', '碗', '便', '饭', '眠', '针', '抱', '碗', '羞', '烧', '鹿', '莲', '崇', '眠', '崇', '百', '车', '眠', '崇', '车', '挥', '针', '风']|0
如果这个酒店也能评上四星的话，那么郑州将有n多n多酒店可以评上四星：1，整个酒店弥漫着油烟味，问是怎么回事，说不清2，房间面积和形状非常差，看他们酒店建筑的外观就能看的出来，斜的3，除了交通便捷之外，实在说不出有什么好的地方了，旁边没有像样的餐厅，酒店里的菜难吃的很，早点特别差，根本就不像一个四星级酒店的早餐标准4，前台服务员态度恶劣，并且人品不好，我因为来不及在携程先预订，直接进酒店入住，问什么价格（我事先知道携程给的是310），前台小姐居然秉承着能宰就宰我的态度，说标间450，我说怎么会了，不可能，我在网上看也就310啊，她说310不可能的，我说那你问问你们经理，能给我多少，她不理我，我快气死了跟她理论了半天觉得没意思，到一边坐着去了，后来实在是不想再折腾出租车找酒店，又跑去问那个前台，她说360，我们经理说了最低价，我再次被激怒，打开电脑，开了携程，亲自给她看携程给的报价，她才不说话了！！我立刻在携程定好，等待订单下来，才310住了进去；5，由此可以看出什么了，首先没有服务意识，其次管理不规范，能宰就宰，一个四星酒店连前台是这样子的素质，还指望什么6，我实在是工作太忙，懒得折腾换酒店，这家酒店的硬件除了大堂像个样之外（很像很多河南地方的作风，家里的门面做的很漂亮，一进去哎呀妈呀），客房，电梯，过道，餐厅，非常差，卫生间就一招待所标准，根本够不上四星！！7，建议以后要入住的朋友们，不要被四星迷惑，郑州没多少家好的酒店，唯一感觉不错的是大河锦江和粤海，哎，我是再也不会来这家了，我真的被气死了|如果这个[MASK]也能[MASK][MASK]的话，那么[MASK]将有n多n多[MASK]可以[MASK][MASK][MASK]：1，整个[MASK][MASK][MASK]，[MASK][MASK]，[MASK]2，[MASK][MASK]和[MASK]非常[MASK]，看他们[MASK][MASK]的[MASK]就能看的出来，[MASK]的3，除了[MASK][MASK][MASK]，[MASK][MASK]有什么[MASK]的地方了，[MASK]没有[MASK]的餐厅，[MASK][MASK]的菜[MASK]的[MASK]，[MASK]特别差，根本就[MASK]像[MASK][MASK][MASK]的[MASK][MASK]4，[MASK][MASK]态度恶劣，并且[MASK][MASK]，我因为[MASK]在[MASK][MASK][MASK]，直接[MASK][MASK][MASK]，[MASK]什么[MASK]（我[MASK]知道[MASK]给的是310），[MASK][MASK][MASK]秉承着能宰就宰我的态度，说标间450，我说怎么会了，不可能，我在网上看也就310啊，她说310不可能的，我说那你问问你们经理，能给我多少，她不理我，我快气死了跟她理论了半天觉得没意思，到一边坐着去了，后来实在是不想再折腾出租车找酒店，又跑去问那个前台，她说360，我们经理说了最低价，我再次被激怒，打开电脑，开了携程，亲自给她看携程给的报价，她才不说话了！！我立刻在携程定好，等待订单下来，才310住了进去；5，由此可以看出什么了，首先没有服务意识，其次管理不规范，能宰就宰，一个四星酒店连前台是这样子的素质，还指望什么6，我实在是工作太忙，懒得折腾换酒店，这家酒店的硬件除了大堂像个样之外（很像很多河南地方的作风，家里的门面做的很漂亮，一进去哎呀妈呀），客房，电梯，过道，餐厅，非常差，卫生间就一招待所标准，根本够不上四星！！7，建议以后要入住的朋友们，不要被四星迷惑，郑州没多少家好的酒店，唯一感觉不错的是大河锦江和粤海，哎，我是再也不会来这家了，我真的被气死了|['酒店', '评上', '四星', '郑州', '酒店', '评', '上', '四星', '酒店', '弥漫着', '油烟味', '问是', '怎么回事', '说不清', '房间', '面积', '形状', '差看', '酒店', '建筑', '外观', '斜', '交通', '便捷', '之外', '实在', '说不出', '好', '旁边', '像样', '酒店', '里', '难吃', '很', '早点', '差', '不', '一个', '四星级', '酒店', '早餐', '标准', '前台', '服务员', '人品', '不好', '来不及', '携程', '先', '预订', '进', '酒店', '入住', '问', '价格', '事先', '携程', '前台', '小姐', '居然']|['🍺', '🤫', '😔', '🖐', '🍺', '🤫', '🤕', '😔', '🍺', '😝', '👉', '😘', '🪡', '🥵', '💨', '😴', '🤫', '\U0001fab9', '🍺', '😴', '🧦', '✍', '🤣', '😴', '🦵', '👹', '🥵', '🥵', '🐺', '🤔', '🍺', '🍐', '⬇', '🪡', '🧼', '\U0001fab9', '⛔', '🐜', '😔', '🍺', '🧼', '🤣', '😗', '🧑', '\U0001f979', '⛔', '🖍', '✍', '🤣', '\U0001fae4', '🤫', '🍺', '🪱', '😘', '😯', '👹', '✍', '😗', '🤣', '\U0001faf4']|['酒', '静', '思', '掌', '酒', '静', '伤', '思', '酒', '眯', '右', '吻', '针', '烧', '风', '眠', '静', '巢', '酒', '眠', '袜子', '写', '笑', '眠', '肢', '食', '烧', '烧', '狼', '想', '酒', '梨', '南', '针', '皂', '巢', '禁', '蚁', '思', '酒', '皂', '笑', '亲', '父', '忍', '禁', '蜡笔', '写', '笑', '郁', '静', '酒', '蠕', '吻', '缄', '食', '写', '亲', '笑', '举']|0
酒店和房间的基本设施都还行,就是服务还需跟上|[MASK]和[MASK]的基本[MASK]都还行,就是服务还需跟上|['酒店', '房间', '设施']|['🍺', '💨', '👅']|['酒', '风', '舌']|1
看了携程的评分不错，选择这家酒店。5月10日入住电脑商务房，服务非常体贴周到。电脑，网络，传真和打印机，一应俱全，为工作带来极大便利。在楼下大厅见客户，还热情提供茶水。另外，早餐38元相当不错。下次一定还选择这家酒店。|看了[MASK]的[MASK][MASK]，[MASK][MASK][MASK]。5[MASK]10[MASK][MASK][MASK][MASK][MASK]，服务非常体贴周到。电脑，网络，传真和打印机，一应俱全，为工作带来极大便利。在楼下大厅见客户，还热情提供茶水。另外，早餐38元相当不错。下次一定还选择这家酒店。|['携程', '评分', '不错', '选择', '这家', '酒店', '月', '日', '入住', '电脑', '商务', '房']|['✍', '🤫', '⛔', '✊', '🪡', '🍺', '🈷', '☀', '🪱', '😴', '🤕', '💨']|['写', '静', '禁', '拳', '针', '酒', '月', '日', '蠕', '眠', '伤', '风']|1
隔音很差，又难找，老厂房改造，门口接待小的差点找到隔壁的酒店，上海人的小气|[MASK][MASK]，又[MASK][MASK]，[MASK][MASK]改造，门口接待小的差点找到隔壁的酒店，上海人的小气|['隔音', '很差', '难', '找', '老', '厂房']|['🕊', '🪡', '⬇', '😉', '🧓', '🤩']|['鸽', '针', '南', '眨', '老', '崇']|0
预定的时候不知道还有个西楼，到了前台才知道定在西楼，这个倒没有所谓，不过……，到了那里，得知要先结帐，这也就算了，居然不能刷卡，明明在主楼可以刷卡的，到了西楼就不能刷卡？不是故意偷逃税吗？既然打了新五洲大酒店的牌子，凭什么分开结算？在携程可没有分开登记哦，忍了，到了房间一看，更生气了，居然没有收拾……，打了电话过了10分钟才上来收拾，收拾好了发现杯子是湿的，问原因，说是当场洗得……，天哪，我还真没有遇到过这种酒店，上厕所发现没有厕纸，和她们说了，说知道了，过了半小时发现没有拿来，打电话去总台，还说知道了，等到第二天退房也没有给我们拿来，幸亏有远见，出门自带厕纸，不然，真不知道怎么从厕所里出来了……，怕第二天睡太晚，定了7：30叫早，结果7点不到，叫早电话就来了，我实在是无语了……，反正，这样的酒店，我在携程第一次遇到，不得不怀疑，现在携程的工作力度了……，下次去睡马路也不会住那里。|[MASK]的时候[MASK]知道还有个[MASK]，到了[MASK]才知道[MASK]在[MASK]，这个[MASK]没有所谓，不过……，到了那里，[MASK]要[MASK][MASK]，这也[MASK]了，[MASK]不能[MASK]，[MASK]在[MASK]可以[MASK]的，到了[MASK]就不能[MASK]？[MASK]偷逃税吗？既然打了[MASK][MASK]大酒店的[MASK]，凭什么[MASK][MASK]？在[MASK]可没有[MASK][MASK]哦，[MASK]了，到了[MASK][MASK]，[MASK][MASK]了，居然没有收拾……，打了电话过了10分钟才上来收拾，收拾好了发现杯子是湿的，问原因，说是当场洗得……，天哪，我还真没有遇到过这种酒店，上厕所发现没有厕纸，和她们说了，说知道了，过了半小时发现没有拿来，打电话去总台，还说知道了，等到第二天退房也没有给我们拿来，幸亏有远见，出门自带厕纸，不然，真不知道怎么从厕所里出来了……，怕第二天睡太晚，定了7：30叫早，结果7点不到，叫早电话就来了，我实在是无语了……，反正，这样的酒店，我在携程第一次遇到，不得不怀疑，现在携程的工作力度了……，下次去睡马路也不会住那里。|['预定', '不', '西楼', '前台', '定', '西楼', '倒', '得知', '先', '结帐', '就算', '居然', '刷卡', '明明', '主楼', '刷卡', '西楼', '刷卡', '不是故意', '新', '五洲', '牌子', '分开', '结算', '携程', '分开', '登记', '忍', '房间', '一看', '更', '生气']|['\U0001fae4', '⛔', '😁', '😗', '🤫', '😁', '🙃', '🉐', '🤣', '🪢', '🍺', '\U0001faf4', '🤙', '🤫', '🐷', '🤙', '😁', '🤙', '⛔', '🫀', '🛖', '🤳', '💨', '🪢', '✍', '💨', '🥶', '\U0001f979', '💨', '🐜', '🥶', '🤕']|['郁', '禁', '嘻', '亲', '静', '嘻', '倒', '得', '笑', '结', '酒', '举', '话', '静', '猪', '话', '嘻', '话', '禁', '心', '屋', '拍', '风', '结', '写', '风', '冷', '忍', '风', '蚁', '冷', '伤']|0
浴陋,有水可洗澡,或水不|[MASK],有[MASK]可洗澡,或水不|['浴陋', '水']|['\U0001fae4', '👹']|['郁', '食']|0
洗澡太不方便了,淋浴一开,水趟满整个卫生间!差差差!|[MASK]太[MASK]方便了,[MASK]一开,水趟满整个卫生间!差差差!|['洗澡', '不', '淋浴']|['😁', '⛔', '\U0001fab7']|['嘻', '禁', '莲']|0
感觉特别好！四星级的价格，五星级的享受。无论是内部装潢还是服务都特别好。尤其是出门就是湖，景色优美。到市区也方便。特别要提出的是，酒店还为客人准备了洗衣粉，这样袜子之类的小件东西都可以自己解决。还有就是酒店提供了很别致的木梳，用完后忍不住带了一把回来。。。|[MASK]特别[MASK]！[MASK]的[MASK]，[MASK]的[MASK]。[MASK]内部[MASK]还是[MASK][MASK]特别[MASK]。尤其是[MASK]就是湖，景色优美。到市区也方便。特别要提出的是，酒店还为客人准备了洗衣粉，这样袜子之类的小件东西都可以自己解决。还有就是酒店提供了很别致的木梳，用完后忍不住带了一把回来。。。|['感觉', '好', '四星级', '价格', '五星级', '享受', '无论是', '装潢', '服务', '都', '好', '出门']|['🧑\u200d⚖️', '🥵', '😔', '😯', '🛖', '🤔', '🛖', '🤥', '🧑', '\U0001fad8', '🥵', '🤡']|['官', '烧', '思', '缄', '屋', '想', '屋', '谎', '父', '豆', '烧', '丑']|1
服务真的很差,是我住过那么多酒店中最差的了,房间也很旧的,和招待所几乎没什么区别,住了很后悔|[MASK][MASK][MASK],是我[MASK]过那么多[MASK]中最差的了,房间也很旧的,和招待所几乎没什么区别,住了很后悔|['服务', '真的', '很差', '住', '酒店']|['🧑', '🪡', '🪡', '🐷', '🍺']|['父', '针', '针', '猪', '酒']|0
1、内装修还不错，看起来很有特色。2、卫生也还可以，只是房间小了点。3、最重要的是各个房间不隔音，隔壁咳嗽都能听见，太可怕了。|1、内[MASK]还[MASK]，看起来[MASK]有特色。2、卫生也还可以，只是[MASK][MASK]了[MASK]。3、[MASK]重要的是各个房间不隔音，隔壁咳嗽都能听见，太可怕了。|['装修', '不错', '很', '房间', '小', '点', '最']|['🤥', '⛔', '🪡', '💨', '🤣', '😴', '👄']|['谎', '禁', '针', '风', '笑', '眠', '嘴']|1
酒店还可以，好像和银行在一个楼。酒店热空调聚热，一开始不知道，开了很大，中间睡觉被热醒了，有点夸张。卫生间巨大，可以房间很小。屋内设施有些老|[MASK]还可以，[MASK]和[MASK]在[MASK]楼。[MASK]热[MASK][MASK]，一开始不知道，开了很大，中间睡觉被热醒了，有点夸张。卫生间巨大，可以房间很小。屋内设施有些老|['酒店', '好像', '银行', '一个', '酒店', '空调', '聚热']|['🍺', '🥵', '🦅', '🐜', '🍺', '\U0001fae0', '\U0001faf4']|['酒', '烧', '鹰', '蚁', '酒', '融', '举']|1
本来预定普通标间，到前台才知道没有房间了，故此升级到携程上没有的豪华大床房，房间不大但很干净，我很满意。酒店斜对面是家专卖俄罗斯商品的商店，延路一直走没几步就可以到江边，景色还不错，如果下次出差还会住这里。|本来[MASK]普通[MASK]，到[MASK]才知道没有[MASK]了，故此[MASK]到[MASK][MASK]没有的[MASK]大床[MASK]，[MASK][MASK]但[MASK]干净，我很满意。酒店斜对面是家专卖俄罗斯商品的商店，延路一直走没几步就可以到江边，景色还不错，如果下次出差还会住这里。|['预定', '标间', '前台', '房间', '升级', '携程', '上', '豪华', '房', '房间', '不大', '很']|['\U0001fae4', '🤣', '😗', '💨', '🤕', '✍', '🤕', '🥵', '💨', '💨', '⛔', '🪡']|['郁', '笑', '亲', '风', '伤', '写', '伤', '烧', '风', '风', '禁', '针']|1
查看了很多的游记，选择了这个酒店。很失望，建议以后大家不要住。到前台，前台小姐用广东话和同事交谈，才决定给我什么房间，我要求高点的楼层，给了我9楼，进门有一股烟味。房间很小，设施很差。从铜罗湾出来，要过天桥才能到酒店。每次买好东西回来，都要走天桥。宁愿住珀宁酒店，离崇光近，不用走天桥。由于是红眼航班，要求延弛退房，给孩子睡个午觉，也不肯，服务太差了，根本不到四星的标准，要是在海南，三星也不评不上啊！建议大家带孩子的话，不要住这个酒店。|[MASK]了[MASK]的[MASK]，[MASK]了这个[MASK]。[MASK][MASK]，[MASK]以后大家不要[MASK]。到[MASK]，[MASK][MASK]用[MASK]和[MASK][MASK]，才决定给我什么[MASK]，我要求高点的楼层，给了我9楼，[MASK]有[MASK][MASK]。[MASK]很小，设施很差。从铜罗湾出来，要过天桥才能到酒店。每次买好东西回来，都要走天桥。宁愿住珀宁酒店，离崇光近，不用走天桥。由于是红眼航班，要求延弛退房，给孩子睡个午觉，也不肯，服务太差了，根本不到四星的标准，要是在海南，三星也不评不上啊！建议大家带孩子的话，不要住这个酒店。|['查看', '很多', '游记', '选择', '酒店', '很', '失望', '建议', '住', '前台', '前台', '小姐', '广东话', '同事', '交谈', '房间', '我楼', '进门', '一股', '烟味', '房间']|['\U0001fab9', '🪡', '👉', '✊', '🍺', '🪡', '👹', '😴', '🐷', '😗', '😗', '🤣', '🤥', '\U0001fae0', '🤣', '💨', '🤝', '🤫', '🐜', '👀', '💨']|['巢', '针', '右', '拳', '酒', '针', '食', '眠', '猪', '亲', '亲', '笑', '谎', '融', '笑', '风', '握', '静', '蚁', '眼', '风']|0
早餐不错,挺丰富的.还提供免费接机服务,性价比高,交通很方便!|[MASK][MASK],[MASK]丰富的.还提供[MASK]接机服务,性价比高,交通很方便!|['早餐', '不错', '挺', '免费']|['🧼', '⛔', '🤫', '😴']|['皂', '禁', '静', '眠']|1
