old_text|text|word|emoji|emoji_mean|lables
说是送果盘，到了房间根本没有，打电话问了几遍，开始还说马上送，后来有说下班了，第二天才给送来，而且水果都是整个的，没切。但总体还算物有所值。|[MASK]是[MASK][MASK]，到了[MASK]根本没有，打电话[MASK]了[MASK]，开始还[MASK]马上送，后来有说下班了，第二天才给送来，而且水果都是整个的，没切。但总体还算物有所值。|['说', '送', '果盘', '房间', '问', '几遍', '说']|['🥵', '\U0001fae0', '🍎', '💨', '😘', '🤪', '🥵']|['烧', '融', '果', '风', '吻', '稽', '烧']|1
这个酒店不太好找，因为不太有名。它的位置其实是在皇家酒店对面的左家庄东街上。因为它离国展很近才选择了它。|这个[MASK][MASK][MASK]，因为[MASK][MASK]。它的位置其实是在皇家酒店对面的左家庄东街上。因为它离国展很近才选择了它。|['酒店', '不太好', '找', '不太', '有名']|['🍺', '⛔', '😉', '⛔', '👉']|['酒', '禁', '眨', '禁', '右']|1
房间隔音出奇的差，从来没有住过隔音这么差的酒店，左右隔壁房间的电视、说话声音，过道里的声音在房间里都能清晰听到，睡眠质量差的人，在这家别想睡好觉。早上很早楼道里就在吵啊吵的，晚上你辗转反侧时左右隔壁房间里此起彼伏的“嗯...嗯...此处省略2000语气词”根本让你无法入睡。|[MASK][MASK][MASK]的[MASK]，[MASK]没有[MASK]过[MASK]这么[MASK]的[MASK]，左右[MASK][MASK]的[MASK]、[MASK][MASK]，[MASK]里的声音在房间里都能清晰听到，睡眠质量差的人，在这家别想睡好觉。早上很早楼道里就在吵啊吵的，晚上你辗转反侧时左右隔壁房间里此起彼伏的“嗯...嗯...此处省略2000语气词”根本让你无法入睡。|['房间', '隔音', '出奇', '差', '从来', '住', '隔音', '差', '酒店', '隔壁', '房间', '电视', '说话', '声音', '过道']|['💨', '🕊', '🤡', '\U0001fab9', '\U0001fae0', '🐷', '🕊', '\U0001fab9', '🍺', '🕊', '💨', '😴', '🥵', '🤕', '🍎']|['风', '鸽', '丑', '巢', '融', '猪', '鸽', '巢', '酒', '鸽', '风', '眠', '烧', '伤', '果']|0
于四月下旬入住行政楼套房三天原则上大致还算满意，但仍有以下看法一、或许装修较久走道与厨房有些许霉味，厨房设备也较久有严重泛黄二、电梯与住户共用仅两台有时要等较久时间三、从电梯到前台需经过一个六阶左右之小楼梯有些许不方便四、居住上是还算方便对面不远就是吉之岛五、如果能提供简易锅具，中我想更能符合套昂设备之定义宾馆反馈2008年5月16日：感谢您选择入住万事达酒店及给予酒店宝贵的建议。酒店现有简易厨具提供，由于数量有限，一般在客人需要的情况下免费提供锅具、餐具给客人使用。希望您的再次选择入住万事达酒店。|于[MASK][MASK][MASK][MASK]楼[MASK][MASK][MASK]大致还[MASK][MASK]，但[MASK]有以下看法一、[MASK][MASK][MASK]走[MASK]与[MASK]有[MASK]霉味，[MASK]也较[MASK]有严重[MASK][MASK]、[MASK]与[MASK][MASK][MASK][MASK]有时要等较[MASK][MASK][MASK]、从[MASK]到前台需经过一个六阶左右之小楼梯有些许不方便四、居住上是还算方便对面不远就是吉之岛五、如果能提供简易锅具，中我想更能符合套昂设备之定义宾馆反馈2008年5月16日：感谢您选择入住万事达酒店及给予酒店宝贵的建议。酒店现有简易厨具提供，由于数量有限，一般在客人需要的情况下免费提供锅具、餐具给客人使用。希望您的再次选择入住万事达酒店。|['四月', '下旬', '入住', '行政', '套房', '三天', '原则上', '算', '满意', '仍', '或许', '装修', '较久', '道', '厨房', '些许', '厨房设备', '久', '泛黄', '二', '电梯', '住户', '共用', '仅', '两台', '久', '时间', '三', '电梯']|['😔', '🤣', '🪱', '🤫', '🤨', '🧄', '😵\u200d💫', '✊', '😴', '\U0001fae0', '🔥', '🤥', '🤣', '🙃', '🤡', '✍', '🤡', '🍺', '🍚', '👂', '😴', '🐷', '\U0001fae0', '🤫', '🤔', '🍺', '👹', '🧄', '😴']|['思', '笑', '蠕', '静', '挑', '蒜', '晕', '拳', '眠', '融', '火', '谎', '笑', '倒', '丑', '写', '丑', '酒', '饭', '耳', '眠', '猪', '融', '静', '想', '酒', '食', '蒜', '眠']|1
"又上当了,以后大家一定要记住""金元凯悦""这酒店千万别住,上次在海宁已经上当一次了,这个更恶心,在海宁是不肯夏天不开空调,这次是冬天不肯开暖气,要多床被子也没有!!!酒店连停车的地方都没(只能停马路边),环境和卫生条件极其差,设施更别提了,从一进房间就一直叫客房修东西,电灯坏了几个;电视坏,插座坏,遥控器坏......就连上网也不行,说是机房人员没上班,不能上网,我晕--,这样烂的酒店性价比连招待所都不如,携程如何搞这样的酒店还第一个推荐给我,真不理解,难道是佣金比别的就店高就..."|"又[MASK]了,以后大家一定要[MASK]""[MASK][MASK]""这[MASK][MASK][MASK],[MASK]在海宁已经[MASK]一次了,这个[MASK][MASK],在海宁是[MASK][MASK][MASK][MASK][MASK],[MASK]是[MASK][MASK][MASK][MASK],要多床[MASK]也没有!!![MASK]连[MASK]的地方[MASK]没(只能停马路边),环境和卫生条件极其差,设施更别提了,从一进房间就一直叫客房修东西,电灯坏了几个;电视坏,插座坏,遥控器坏......就连上网也不行,说是机房人员没上班,不能上网,我晕--,这样烂的酒店性价比连招待所都不如,携程如何搞这样的酒店还第一个推荐给我,真不理解,难道是佣金比别的就店高就..."|['上当', '记住', '金元', '凯悦', '酒店', '千万别', '住', '上次', '上当', '更', '恶心', '不肯', '夏天', '不', '开', '空调', '这次', '冬天', '不肯', '开', '暖气', '被子', '酒店', '停车', '都']|['🤕', '🤪', '🤫', '🥢', '🍺', '😗', '🐷', '🤕', '🤕', '🥶', '🤢', '⛔', '🤣', '⛔', '🥢', '\U0001fae0', '🪡', '\U0001fae0', '⛔', '🥢', '✊', '🤚', '🍺', '🤫', '\U0001fad8']|['伤', '稽', '静', '快', '酒', '亲', '猪', '伤', '伤', '冷', '恶', '禁', '笑', '禁', '快', '融', '针', '融', '禁', '快', '拳', '背', '酒', '静', '豆']|0
在香港是性价比很高的酒店.房间较宽敞,我入住的是普通房,也能够看到海景.而且走过去直通车站十分方便,3分钟.|在[MASK]是[MASK][MASK]高的[MASK].[MASK]较宽敞,我入住的是普通房,也能够看到海景.而且走过去直通车站十分方便,3分钟.|['香港', '性价比', '很', '酒店', '房间']|['🤔', '🤫', '🪡', '🍺', '💨']|['想', '静', '针', '酒', '风']|1
我9号入住行政层（28楼），设施还好，服务不错，但电梯太老了。|我9[MASK][MASK][MASK]层（28楼），设施还好，服务不错，但电梯太老了。|['号', '入住', '行政']|['🥵', '🪱', '🤫']|['烧', '蠕', '静']|1
因为见客户的需要，只住了一次，因为以前都是住５星的而且很新的，所以这次去感觉没那么好了．很多方面还需要改进|因为[MASK][MASK]的需要，[MASK]了一次，因为以前[MASK]是[MASK]５星的而且很新的，所以这次去感觉没那么好了．很多方面还需要改进|['见', '客户', '只住', '都', '住']|['😴', '🉑', '🦵', '\U0001fad8', '🐷']|['眠', '可', '肢', '豆', '猪']|1
环境不错，房间很干净。服务人员素质很好，态度很不错，结帐时很快。如果宾馆的人员能看到这个的话，建议餐卷可以重新印一下，早餐的时候我是被误导到4楼去了的。有点不爽。|[MASK][MASK]，[MASK][MASK][MASK]。[MASK][MASK][MASK]好，态度很不错，结帐时很快。如果宾馆的人员能看到这个的话，建议餐卷可以重新印一下，早餐的时候我是被误导到4楼去了的。有点不爽。|['环境', '不错', '房间', '很', '干净', '服务', '人员素质', '很']|['🤥', '⛔', '💨', '🪡', '🧑\u200d⚖️', '🧑', '\U0001f979', '🪡']|['谎', '禁', '风', '针', '官', '父', '忍', '针']|1
1.客房服务态度较好2.早餐还算不错.3.就是房间的灯光,太不满意~~|1.[MASK][MASK]较[MASK]2.[MASK]还算不错.3.就是房间的灯光,太不满意~~|['客房', '服务态度', '好', '早餐']|['🉑', '🧑', '🥵', '🧼']|['可', '父', '烧', '皂']|0
总的来说不错,但是茶楼不怎么样!行政间台士电脑还可以,上网速度超快.|总的来说[MASK],但是[MASK][MASK]![MASK]间台士电脑还可以,上网速度超快.|['不错', '茶楼', '不怎么样', '行政']|['⛔', '\U0001fab9', '⛔', '🤫']|['禁', '巢', '禁', '静']|1
建议旅游的人住道里区，这个酒店太远了，交通不方便，客房新装修，但浴室小且有异味。白天水温不热。自己去的价格比携程的价格要便宜，约150到180就能拿下。不过服务态度停不错的。|[MASK][MASK]的[MASK][MASK][MASK]，这个[MASK]太远了，[MASK][MASK]方便，[MASK]新装修，但浴室小且有异味。白天水温不热。自己去的价格比携程的价格要便宜，约150到180就能拿下。不过服务态度停不错的。|['建议', '旅游', '人', '住', '道里区', '酒店', '交通', '不', '客房']|['😴', '\U0001facf', '\U0001f979', '🐷', '🙃', '🍺', '🤣', '⛔', '🉑']|['眠', '驴', '忍', '猪', '倒', '酒', '笑', '禁', '可']|0
定济南酒店之前看大家的点评，山东大厦好评最多，以我这次亲身体会，可谓名副其实。山东大厦的好处，首先胜在环境。记得小时候语文课本里老舍关于济南的文章吗？随着城市的发展，那些“环抱济南的小山”现在已经被城市包围，但保留了绿树葱葱，山东大厦就在它们的拱卫中。而在近处，大厦北面一路之隔，就是济南植物园，更是满目绿色。我住在1716房间，窗外景色开阔，完全没有他楼上目光的逼迫，黄昏时俯瞰植物园慢慢昏暗下去，不远处夕阳落下山坳，感觉有些微醺。山东大厦另一好处，是正宗的波特曼式中庭空间。波特曼是上世纪美国以旅馆设计著称的建筑师，尤其擅长共享空间的设计，上海的上海商城就是他的作品，但上海商城的中庭还不如山东大厦来的原滋原味，值得在其中体会一番。应该说山东大厦的政府背景有一定关系，现在的纯粹商业资本也许已舍不得用这样的大手笔作中庭，另外防火审查也很难批下来。房间不奢华，但舒适。电视是43寸液晶，另有台式电脑提供免费上网。最喜欢的是内阳台上的休息区，发发呆很不错。当然小问题还是有的，浴缸排水口在水流冲击时会散发霉味。|[MASK][MASK][MASK]之前看大家的[MASK]，[MASK]大厦[MASK]最多，以我[MASK][MASK]体会，[MASK][MASK]。[MASK]大厦的[MASK]，首先[MASK]在[MASK]。[MASK][MASK][MASK]本[MASK][MASK]关于[MASK]的[MASK]吗？随着[MASK]的发展，那些“[MASK][MASK]的[MASK]”现在已经被[MASK][MASK]，但[MASK]了[MASK][MASK]，[MASK]大厦就在它们的[MASK][MASK]。而在[MASK]，大厦[MASK][MASK][MASK]，就是[MASK][MASK]，[MASK][MASK][MASK]。我[MASK]在1716[MASK]，[MASK][MASK]开阔，完全没有他楼上目光的逼迫，黄昏时俯瞰植物园慢慢昏暗下去，不远处夕阳落下山坳，感觉有些微醺。山东大厦另一好处，是正宗的波特曼式中庭空间。波特曼是上世纪美国以旅馆设计著称的建筑师，尤其擅长共享空间的设计，上海的上海商城就是他的作品，但上海商城的中庭还不如山东大厦来的原滋原味，值得在其中体会一番。应该说山东大厦的政府背景有一定关系，现在的纯粹商业资本也许已舍不得用这样的大手笔作中庭，另外防火审查也很难批下来。房间不奢华，但舒适。电视是43寸液晶，另有台式电脑提供免费上网。最喜欢的是内阳台上的休息区，发发呆很不错。当然小问题还是有的，浴缸排水口在水流冲击时会散发霉味。|['定', '济南', '酒店', '点评', '山东', '好评', '最多以', '这次', '亲身', '可谓', '名副其实', '山东', '好处', '胜', '环境', '记得', '小时候', '语文课', '里', '老舍', '济南', '文章', '城市', '环抱', '济南', '小山', '城市', '包围', '保留', '绿树', '葱葱', '山东', '拱卫', '中', '近处', '北面', '一路', '之隔', '济南', '植物园', '更是', '满目', '绿色', '住', '房间', '窗外', '景色']|['🤫', '🤪', '🍺', '😴', '🤕', '🥵', '👄', '🪡', '😗', '🉑', '🤫', '🤕', '🥵', '🤕', '🤥', '🤪', '🤣', '\U0001fae4', '🍐', '🧓', '🤪', '😘', '🤩', '🤥', '🤪', '🤣', '🤩', '🤗', '🤗', '\U0001facf', '\U0001fae0', '🤕', '\U0001fae0', '🤩', '🤫', '🤚', '🐜', '🦵', '🤪', '🦵', '🥶', '😴', '\U0001facf', '🐷', '💨', '🤥', '🤫']|['静', '稽', '酒', '眠', '伤', '烧', '嘴', '针', '亲', '可', '静', '伤', '烧', '伤', '谎', '稽', '笑', '郁', '梨', '老', '稽', '吻', '崇', '谎', '稽', '笑', '崇', '抱', '抱', '驴', '融', '伤', '融', '崇', '静', '背', '蚁', '肢', '稽', '肢', '冷', '眠', '驴', '猪', '风', '谎', '静']|1
位置还可以离解放碑地区不远，打车起步价（5元），房间价格236元，我的房间还可以看到江景，电视卫星频道不错选择很多，房间不算大，洗手间很小，但还算清洁。总得来说性价比还可以。|位置还可以离[MASK]地区[MASK]，打车[MASK]（5[MASK]），[MASK][MASK]236[MASK]，我的[MASK]还可以看到[MASK]，电视卫星频道不错选择很多，房间不算大，洗手间很小，但还算清洁。总得来说性价比还可以。|['解放碑', '不远', '起步价', '元', '房间', '价格', '元', '房间', '江景']|['🪢', '⛔', '7️⃣', '😵\u200d💫', '💨', '😯', '😵\u200d💫', '💨', '🤫']|['结', '禁', '七', '晕', '风', '缄', '晕', '风', '静']|1
房间一般，设施还可以，环境吗只能说还行，早餐还算丰富，在自贡嘛也没什么好选的了。|[MASK]一般，[MASK]还可以，[MASK]吗[MASK]说还行，早餐还算丰富，在自贡嘛也没什么好选的了。|['房间', '设施', '环境', '只能']|['💨', '👅', '🤥', '🦵']|['风', '舌', '谎', '肢']|1
饭店后面正在建贵宾楼，而酒店本身内部有些陈旧，不过总体酒店硬件还行，房间的地毯较脏，卫生间洗手池下方惨不忍睹；早餐是中西自助式，尤其是羊杂做得很好吃。但是酒店的服务水平和服务人员的素质离4星的水准还相差太远。|[MASK]后面正在[MASK][MASK]，而[MASK]本身内部有些[MASK]，不过[MASK][MASK][MASK]还[MASK]，[MASK]的地毯[MASK]，卫生间洗手池下方惨不忍睹；早餐是中西自助式，尤其是羊杂做得很好吃。但是酒店的服务水平和服务人员的素质离4星的水准还相差太远。|['饭店', '建', '贵宾楼', '酒店', '陈旧', '总体', '酒店', '硬件', '行', '房间', '较脏']|['🍚', '😴', '👾', '🍺', '💋', '\U0001fae0', '🍺', '🤫', '🤫', '💨', '🤣']|['饭', '眠', '怪', '酒', '脣', '融', '酒', '静', '静', '风', '笑']|1
照片是假的,一个家庭招待所,垃圾到家的旅馆.我住过最垃圾的地方|[MASK]是[MASK]的,[MASK][MASK]招待所,垃圾到家的旅馆.我住过最垃圾的地方|['照片', '假', '一个', '家庭']|['😉', '😯', '🐜', '😯']|['眨', '缄', '蚁', '缄']|0
真是非常的不爽，本来来慈溪很喜欢住这里的。因为这次来的时候没有带本本，所以住了行政双人间，6楼真的是太差了！！！！！晚上房间温度有29度，空调竟然不开！！！窗户打开，对着外面就是一个汽车货运站！跟前台说换一下房间，竟然直接说，另一面就是马路！！都是很吵！！真的是太太失望了....换，坚决换，下次肯定不住的了。补充点评2007年5月16日：实在没有办法，共2间住了2天，真的想连评4次，都给个1分，太气愤了！！破网络也是一塌糊涂。|真是非常的[MASK]，本来来慈溪[MASK][MASK][MASK]这里的。因为[MASK]来的时候没有[MASK]本本，所以[MASK]了[MASK][MASK]，6楼[MASK]是太差了！！！！！[MASK][MASK][MASK]有29[MASK]，[MASK][MASK][MASK][MASK]！！！[MASK]打开，对着[MASK]就是一个汽车货运站！跟前台说换一下房间，竟然直接说，另一面就是马路！！都是很吵！！真的是太太失望了....换，坚决换，下次肯定不住的了。补充点评2007年5月16日：实在没有办法，共2间住了2天，真的想连评4次，都给个1分，太气愤了！！破网络也是一塌糊涂。|['不爽', '很', '喜欢', '住', '这次', '带', '住', '行政', '双人间', '真的', '晚上', '房间', '温度', '度', '空调', '竟然', '不', '开', '窗户', '外面']|['⛔', '🪡', '😁', '🐷', '🪡', '🤓', '🐷', '🤫', '🤥', '🪡', '🥣', '💨', '😘', '🧒', '\U0001fae0', '🤫', '⛔', '🥢', '🤥', '🧦']|['禁', '针', '嘻', '猪', '针', '呆', '猪', '静', '谎', '针', '碗', '风', '吻', '犊', '融', '静', '禁', '快', '谎', '袜子']|0
环境不错非常的安静,房间也OK就是交通不方便!|[MASK][MASK]非常的安静,房间也OK就是交通不方便!|['环境', '不错']|['🤥', '⛔']|['谎', '禁']|1
为了等海口到广州的椰香公主号，暂住一晚，才发现携程订房的问题：同宾馆低价位的房间不推荐，怕是回扣不够高。当晚办入住手续时边上有人开房间，前台价格直接能打折到338元，比我携程定的还低40元，一问才知房间倒是一样的，就少一台电脑，比我的房间实惠，携程最便宜的房间要378元，很不爽。|为了等海口到[MASK]的[MASK][MASK][MASK]，暂住[MASK]，才发现[MASK][MASK]的问题：同[MASK]低价位的[MASK][MASK][MASK]，[MASK]是[MASK]不够高。[MASK][MASK][MASK]手续时边上有人开房间，前台价格直接能打折到338元，比我携程定的还低40元，一问才知房间倒是一样的，就少一台电脑，比我的房间实惠，携程最便宜的房间要378元，很不爽。|['广州', '椰香', '公主', '号', '一晚', '携程', '订房', '宾馆', '房间', '不', '推荐', '怕', '回扣', '当晚', '办', '入住']|['🤥', '👴', '\U0001fae0', '🥵', '🐜', '✍', '🤫', '💩', '💨', '⛔', '🐇', '😨', '👋', '🐺', '💩', '🪱']|['谎', '爷', '融', '烧', '蚁', '写', '静', '便', '风', '禁', '兔子', '怕', '挥', '狼', '便', '蠕']|1
不错的酒店，设施很齐全，周到。特别是一些小的细节。周围的环境也不错。|[MASK]的酒店，设施[MASK]齐全，周到。特别是一些小的细节。周围的环境也不错。|['不错', '酒店设施', '很']|['⛔', '🍺', '🪡']|['禁', '酒', '针']|1
如果你想一个晚上不睡觉想心事,强烈推荐入住该宾馆。同样是高架边的饭店，其他宾馆都采用隔音玻璃，而陕西大厦却没有采用，夜深人静的时候就听到高架上滚滚的车流声！|如果你[MASK][MASK][MASK][MASK][MASK][MASK][MASK],[MASK][MASK]该宾馆。同样是高架边的饭店，其他宾馆都采用隔音玻璃，而陕西大厦却没有采用，夜深人静的时候就听到高架上滚滚的车流声！|['想', '一个', '晚上', '不', '睡觉', '想', '心事', '强烈推荐', '入住']|['🤔', '🐜', '🥣', '⛔', '👹', '🤔', '🫀', '🤔', '🪱']|['想', '蚁', '碗', '禁', '食', '想', '心', '想', '蠕']|0
春节期间酒店比平时折扣更多！非常不错！已经第三次入住了！补充点评2008年3月3日：我是春节期间入住，目前的价格又回复到285了，春节期间是258,含早哦|[MASK][MASK][MASK]比[MASK][MASK][MASK]多！非常[MASK]！已经第三次入住了！补充点评2008年3月3日：我是春节期间入住，目前的价格又回复到285了，春节期间是258,含早哦|['春节', '期间', '酒店', '平时', '折扣', '更', '不错']|['💋', '7️⃣', '🍺', '🤫', '🪡', '🥶', '⛔']|['脣', '七', '酒', '静', '针', '冷', '禁']|1
有史以来最窝囊、最郁闷的一次出差：*********吉林省亚泰饭店9月20日上午10;00通过携程如入吉林省亚泰饭店，9月21日下午12:40退房，前台告知房间物品有损坏，让我回房间看看。发现放衣物用的壁橱柜门有一处大约5厘米的贴皮破损，被透明胶粘回原状。老天！！！我入住时根本没有发现，在场的宾馆服务员、客房经理、还有一个管装修的处长，说是我弄坏的，态度极其野蛮，让我赔偿150元，不拿钱别想走人！我靠！！！对天发誓，如果是我弄的，我会不赔偿么？9月21日下午13:00，我拨打110报警！110民警赶到，带回当事人去派出所询问、录口供。我要求察指纹，以洗清冤情。。。9月21日下午14:30，吉林省亚泰饭店保安部部长驾到，又递烟又说好话：小事情何必闹大啊！我靠：我愿意报警么？我闲着没事？耍啊？几年来，多次去长春出差，一直住乐府，从来没有这种事情，乐府最近装修。长春这个城市，在我心目中的印象，彻底焚毁！！！！！！！！！！！！9月21日下午15:00，回到酒店，再次结账，最终150元没有赔偿。。。15:30开发票离店，耽误了近三个小时。超级郁闷！！！！！！！！！！敬请各位意欲入住吉林省亚泰饭店的客人注意，小心栽赃，小心讹诈，如有类似情况发生，立即拨打110报警！！！！！！！！！希望亚泰集团的领导能够体察一下，肃清歪风邪气！！！！|[MASK][MASK][MASK]、[MASK][MASK]的一次[MASK]：*********[MASK][MASK][MASK]9[MASK]20[MASK][MASK]10;00通过[MASK][MASK][MASK][MASK][MASK]，9[MASK]21[MASK][MASK]12:40[MASK]，[MASK]告知[MASK][MASK]有[MASK]，让我[MASK][MASK]看看。发现[MASK][MASK]用的[MASK][MASK]有[MASK]大约5[MASK]的贴皮破损，被透明[MASK][MASK][MASK]。[MASK]！！！我[MASK][MASK]根本没有发现，在场的[MASK][MASK]、[MASK][MASK]、还有[MASK]管[MASK]的[MASK]，[MASK]是我[MASK]的，态度[MASK][MASK]，让我赔偿150元，不拿钱别想走人！我靠！！！对天发誓，如果是我弄的，我会不赔偿么？9月21日下午13:00，我拨打110报警！110民警赶到，带回当事人去派出所询问、录口供。我要求察指纹，以洗清冤情。。。9月21日下午14:30，吉林省亚泰饭店保安部部长驾到，又递烟又说好话：小事情何必闹大啊！我靠：我愿意报警么？我闲着没事？耍啊？几年来，多次去长春出差，一直住乐府，从来没有这种事情，乐府最近装修。长春这个城市，在我心目中的印象，彻底焚毁！！！！！！！！！！！！9月21日下午15:00，回到酒店，再次结账，最终150元没有赔偿。。。15:30开发票离店，耽误了近三个小时。超级郁闷！！！！！！！！！！敬请各位意欲入住吉林省亚泰饭店的客人注意，小心栽赃，小心讹诈，如有类似情况发生，立即拨打110报警！！！！！！！！！希望亚泰集团的领导能够体察一下，肃清歪风邪气！！！！|['有史以来', '最', '窝囊', '最', '郁闷', '出差', '吉林省', '亚泰', '饭店', '月', '日', '上午', '携程', '如入', '吉林省', '亚泰', '饭店', '月', '日', '下午', '退房', '前台', '房间', '物品', '损坏', '回', '房间', '放', '衣物', '壁', '橱柜门', '一处', '厘米', '胶粘', '回', '原状', '老天', '入住', '时', '宾馆', '服务员', '客房', '经理', '一个', '装修', '处长', '说', '弄坏', '极其', '野蛮']|['👉', '👄', '🤝', '👄', '\U0001fae4', '🤡', '🤪', '🦷', '🍚', '🈷', '☀', '🤕', '✍', '🪱', '🤪', '🦷', '🍚', '🈷', '☀', '🤣', '🐇', '😗', '💨', '🛖', '🧄', '👋', '💨', '💨', '🐜', '🤐', '🤡', '🐜', '🍐', '🤣', '👋', '😵\u200d💫', '🧓', '🪱', '👹', '💩', '🧑', '🉑', '🤫', '🐜', '🤥', '🤡', '🥵', '\U0001fae0', '🤪', '👴']|['右', '嘴', '握', '嘴', '郁', '丑', '稽', '牙', '饭', '月', '日', '伤', '写', '蠕', '稽', '牙', '饭', '月', '日', '笑', '兔子', '亲', '风', '屋', '蒜', '挥', '风', '风', '蚁', '闭', '丑', '蚁', '梨', '笑', '挥', '晕', '老', '蠕', '食', '便', '父', '可', '静', '蚁', '谎', '丑', '烧', '融', '稽', '爷']|0
总的来说还是不错的。针对国情其间的价格，还是一家性价比较比较高的酒店了。但如果没有车，不推荐住这家酒店。我们是一路问过去的。路标还算可以。定制的是园景房面对着游泳池，虽然晚到了还是下去小游了一会。感觉不错。但想要提提的是前台的服务，真的不能算是四星。评个三星也是免为其难了。checkout的时候把我晾在一边足足有20分钟，在其他客人问题全部解决完以后居然依然不理我，还是我主动再提及房号，对方居然说我没跟他们说。而我明明在十分钟前就已听到查房那边电话说明已经检查完毕。这个需要改善。|总的来说还是[MASK]的。[MASK][MASK][MASK]的[MASK]，还是[MASK][MASK]较比较高的[MASK]了。但如果没有[MASK]，[MASK][MASK][MASK][MASK][MASK]。我们是[MASK][MASK]过去的。[MASK]还[MASK]可以。[MASK]的是[MASK][MASK]面对着游泳池，虽然晚到了还是下去小游了一会。感觉不错。但想要提提的是前台的服务，真的不能算是四星。评个三星也是免为其难了。checkout的时候把我晾在一边足足有20分钟，在其他客人问题全部解决完以后居然依然不理我，还是我主动再提及房号，对方居然说我没跟他们说。而我明明在十分钟前就已听到查房那边电话说明已经检查完毕。这个需要改善。|['不错', '针对', '国情', '其间', '价格', '一家', '性价比', '酒店', '车', '不', '推荐', '住', '这家', '酒店', '一路', '问', '路标', '算', '定制', '园', '景房']|['⛔', '🪡', '🍎', '7️⃣', '😯', '🐜', '🤫', '🍺', '🚗', '⛔', '🐇', '🐷', '🪡', '🍺', '🐜', '😘', '🦌', '✊', '🤫', '😵\u200d💫', '🤫']|['禁', '针', '果', '七', '缄', '蚁', '静', '酒', '车', '禁', '兔子', '猪', '针', '酒', '蚁', '吻', '鹿', '拳', '静', '晕', '静']|1
泰达商务酒店的价格比较吸引人房间硬件不错，洗手间也很好。网速比较慢位置很好，在城关区周边的环境太差了。一边是马路，很多卡车。一边是铁路，很多火车。夜里的噪音很大，很难入睡|泰达[MASK]的[MASK]比较[MASK][MASK][MASK][MASK][MASK]，[MASK]也[MASK][MASK]。网速比较慢位置很好，在城关区周边的环境太差了。一边是马路，很多卡车。一边是铁路，很多火车。夜里的噪音很大，很难入睡|['商务酒店', '价格', '吸引', '人', '房间', '硬件', '不错', '洗手间', '很', '好']|['🤕', '😯', '😁', '\U0001f979', '💨', '🤫', '⛔', '😁', '🪡', '🥵']|['伤', '缄', '嘻', '忍', '风', '静', '禁', '嘻', '针', '烧']|0
房间很大,老公每次去都定那里,在郑州算是不错的酒店.|[MASK][MASK],[MASK]每次去[MASK]定那里,在郑州算是不错的酒店.|['房间', '很大', '老公', '都']|['💨', '🪡', '🧓', '\U0001fad8']|['风', '针', '老', '豆']|1
酒店服务不行，尤其是餐厅服务人员。房间较冷，没有暖气、电话。不方便。免费注册网站导航宾馆索引服务说明关于携程诚聘英才代理合作广告业务联系我们Copyright1999-2008,ctrip.com.allrightsreserved.|[MASK][MASK][MASK]，尤其是餐厅[MASK][MASK]。[MASK]较[MASK]，没有[MASK]、电话。不方便。免费注册网站导航宾馆索引服务说明关于携程诚聘英才代理合作广告业务联系我们Copyright1999-2008,ctrip.com.allrightsreserved.|['酒店', '服务', '不行', '服务', '人员', '房间', '冷', '暖气']|['🍺', '🧑', '⛔', '🧑', '\U0001f979', '💨', '🥶', '✊']|['酒', '父', '禁', '父', '忍', '风', '冷', '拳']|0
